id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
5092225,Light Drenched Updated  Victorian ,8551009,Laurel,King,45.562732152475796,-122.65703522027901,Entire home/apt,140,0,1,0
4099599,"Cute, Clean and modern 3 Lvl Twnhse",4833726,Dustin,King,45.56193867244824,-122.66443773824079,Private room,45,3,2,365
775426,"Modern, ideally located & beautiful",1150082,Michelle,King,45.559519206426216,-122.65137472566471,Entire home/apt,200,76,4,333
16454962,Portland Home in central location,23118827,Matthew,King,45.54971620038595,-122.65726821452739,Private room,55,1,1,90
11531147,NEW! Creative Flair/Local Style NE,6805954,Felicity & Michael,King,45.55100168543058,-122.65847772883284,Entire home/apt,135,57,1,294
4871615,"Beautiful, Bright Apartment in NE",25060539,Lisa,King,45.556375264660026,-122.66451833411048,Entire home/apt,45,17,1,0
2678347,Cute Bungalow in Trendy Inner NE Alberta/Williams,5415207,Stephane,King,45.55248272185553,-122.66041999651607,Entire home/apt,135,4,2,363
4142533,Eco City Cabin by Mississippi/N Williams Ave,9860559,Tracy,King,45.551344685963656,-122.6638797919343,Entire home/apt,109,264,1,73
5387742,Spacious 1 BR in hip cool NEPO,27930414,Timothy,King,45.550583571811465,-122.66075162205826,Private room,81,191,6,348
1006381,Mid Century Modern,4246850,Daniel,King,45.56377580199282,-122.66159667594593,Entire home/apt,99,71,2,307
6674127,Grand Home in Historic Neighborhood,34784027,Ellen,King,45.564624995769,-122.66347812446968,Entire home/apt,290,1,1,0
1103529,The Hen House: Private unit in NE ,6060622,Norah,King,45.55012054919667,-122.6603289294804,Entire home/apt,75,151,1,346
15300297,"Heart of Alberta! Adorable and Private, Sleeps 4",97424302,Chippy,King,45.55905216662809,-122.6532039140164,Private room,100,2,1,87
13686741,King Park Daylight Studio Apt near Alberta Arts,8549272,Norbert,King,45.556173086195365,-122.65990268555531,Entire home/apt,90,41,1,35
8206481,Amazing room in Hot Inner NE Alberta/Williams,5415207,Stephane,King,45.550762877901924,-122.6588451205278,Private room,60,7,2,364
3316144,Gorgeous Light-Filled Apartment,8347005,Brooke,King,45.55255008935264,-122.65660415356984,Entire home/apt,68,82,1,2
506327,Lovely Art Filled Inner-NE Bungalow,1972773,Cynthia,King,45.56393532003258,-122.6579069281658,Private room,58,125,2,336
14686967,*On Alberta! Modern Artist Loft w/ Rooftop Views!*,51738043,Mel,King,45.55997539056285,-122.65396177506213,Entire home/apt,159,9,8,352
3930854,Modern Craftsman Cabin Retreat,10298524,Dreya And Jessie,King,45.554405433104364,-122.65854185939337,Entire home/apt,130,93,1,193
269339,Sweet Apartment in Alberta St. Area,960864,Naomi,King,45.550350081813,-122.65663558035344,Entire home/apt,95,186,2,172
15087305,Alberta Charmer with Veranda-Close to Everything!,95484731,Ben,King,45.554804440856074,-122.66074038802479,Entire home/apt,98,14,1,64
269821,Entire Alberta Arts Bungalow,1413002,Neal,King,45.55549286961481,-122.6517964565669,Entire home/apt,148,40,1,110
3849704,Room for 2 in AlbertaArts District,7559960,Maria And Oliver,King,45.56210145573586,-122.66218129510516,Private room,64,176,2,6
14237288,Modern Container Dwelling in NE PDX,7366388,Chrissie And Su,King,45.55878057559803,-122.66005821335709,Entire home/apt,105,1,1,358
11607774,Two-Story Room in Chic Skinny Home,12877298,Irina,King,45.552677365579406,-122.65974878491578,Private room,74,72,1,347
450488,Lovely Alberta Arts Room with Views,2236909,Shane,King,45.56023523675814,-122.6585115040263,Private room,42,84,6,152
59425,Beautiful Alberta Arts Basement Apt,285416,Pauly & Myra,Vernon,45.561805326253435,-122.65096864956254,Entire home/apt,95,11,1,309
856553,"Lovely, Alberta Arts Bungalow (GR)",4390154,Chris + Adria,Vernon,45.5593677345381,-122.64714727213683,Private room,69,24,1,89
2426834,Family friendly alberta area bedroom(s?) / office!,142363,Emiliano,Vernon,45.56311496862579,-122.65446419030052,Private room,40,26,2,364
12544586,Alberta Guest House,11430120,Janet,Vernon,45.56014230504721,-122.64733843012057,Entire home/apt,125,43,1,335
13289319,Alberta Arts Foursquare,74518267,Nancy,Vernon,45.55821895608453,-122.64808665339126,Entire home/apt,190,9,1,28
6794097,Stylish Modern Luxury in NE PDX,11559709,Eric,Vernon,45.56155360205426,-122.65094570174857,Private room,80,34,1,363
5653347,Modern Bedroom in Architect's House,29300500,Lucas,Vernon,45.56091139727149,-122.65198596723046,Private room,79,37,1,336
8395980,Mid Century Room near Alberta Arts,10106234,Colin + Sarah,Vernon,45.5602729444893,-122.64354454440549,Private room,74,0,6,365
2959808,Alberta Arts Private Suite,15107391,Mariah And Yshai,Vernon,45.56622498687237,-122.65187017151631,Private room,70,115,1,362
13550948,Posh Private room in Alberta Arts,561468,Amanda,Vernon,45.559139788602565,-122.64832367956691,Private room,75,4,1,50
4006946,Portland - Alberta Arts District,124293,Angela,Vernon,45.560067094138184,-122.6485161883426,Private room,78,39,1,365
15258746,Cozy bedroom in shared home with private bath,15879385,Larry,Vernon,45.56476453579313,-122.64734223446976,Private room,38,0,3,74
1018584,Cozy Corner + Hottub by Alberta Arts,296928,Tree Marie,Vernon,45.56434962835753,-122.64765872426695,Private room,55,42,1,352
6528034,ALBERTA BASECAMP#1-Private Entrance,9474237,Paul & Alisa,Vernon,45.559340969574954,-122.64588713871504,Private room,53,22,4,13
13914180,Vernon/Alberta Arts Garden Home- Daylight Basement,13151244,Diana,Vernon,45.565565300590016,-122.64783074803762,Entire home/apt,95,19,1,19
11832654,Alberta 2BDR - 12 min to downtown!,21867233,Brittany And Khanh,Vernon,45.56284920295629,-122.65201526890431,Entire home/apt,85,32,1,178
16315349,Large and Comfortable Alberta Arts Home,5839178,Katherine,Vernon,45.5580220940649,-122.648839138916,Entire home/apt,250,0,2,19
8716007,Cozy Tiny House Alberta/Woodlawn,21059077,Mary And Gebhard,Vernon,45.565071303881034,-122.64934787899156,Entire home/apt,95,83,1,356
4622783,Very Private Cottage in Alberta Arts District,23942166,Paula,Vernon,45.5606900641189,-122.6469151686793,Entire home/apt,80,234,2,217
585460,Alberta Arts Craftsman Bungalow 1800sf,2866873,Jay & Soo,Vernon,45.564413769589386,-122.64941928963677,Entire home/apt,225,2,1,5
11588403,ALBERTA BASECAMP-2BR Modern Retreat,9474237,Paul & Alisa,Vernon,45.56098018297558,-122.64789648764713,Entire home/apt,99,45,4,70
15145542,Vintage Foursquare one block off Alberta Arts,86757575,Michael,Vernon,45.56010790210432,-122.64598413435252,Entire home/apt,180,25,1,46
6880813,Alberta Arts Craftsman,19201,Dan And Bean,Vernon,45.56004314004567,-122.64678419214384,Entire home/apt,130,55,1,2
3899124,Alberta Arts 1 Bedroom Suite,9494168,Sue,Vernon,45.56283447223797,-122.64489305797441,Entire home/apt,100,41,1,358
13842320,The Alberta Grotto in NE Portland,63291475,Jordan And Brice,Vernon,45.56394713255303,-122.6480540900345,Entire home/apt,75,30,1,347
8134317,Sleek haven in trendy Alberta Arts,573039,Shoshana,Vernon,45.558804914461696,-122.64706562715166,Entire home/apt,85,74,1,347
3120271,Cute Alberta Arts Apartment,6264322,Jackie,Vernon,45.562213475549676,-122.65119655220732,Entire home/apt,119,34,3,6
16051198,Modern Luxury Home In Alberta Neighborhood,38473131,Kelly,Vernon,45.561421861000795,-122.64987947348088,Entire home/apt,288,1,3,347
2032557,Alberta Arts Cottage,10434747,Sally,Vernon,45.55914746761302,-122.64663602025072,Entire home/apt,135,44,1,294
10810322,In The Hart Of Alberta Arts!,23942166,Paula,Vernon,45.55864457776878,-122.64569961374852,Entire home/apt,190,47,2,333
14389674,Alberta Arts 2-Bedroom suite,80442520,Tricia,Vernon,45.56026527229375,-122.64715940759008,Entire home/apt,111,10,2,353
4623759,Serene Alberta Arts Garden Casita.,15693905,Susan,Vernon,45.55814287386564,-122.64788073114671,Entire home/apt,89,29,1,359
8974083,Park Your Car and Walk to Dining and Entertainment,4609035,Wendi,Vernon,45.562076306939794,-122.64858555573143,Entire home/apt,129,46,1,89
11181852,NE Alberta Area Modern Craftsman,1387123,Jarrett,Vernon,45.56574803816464,-122.6475116094733,Entire home/apt,275,19,3,228
16257211,"Cozy NE Portland home, recently remodeled!",8013108,Bri,Vernon,45.56478680324263,-122.65110033405459,Entire home/apt,200,0,1,38
7087962,Cozy Alberta Craftsman,222293,Kate And Kev,Vernon,45.56466015197238,-122.65390118253009,Private room,59,52,1,176
2738808,Cozy Guestroom: Best Spot in NE PDX,1275462,"Ivy, Azure & Hisayuki",Vernon,45.558465589260905,-122.6450770323159,Private room,58,45,1,179
3197557,Cute Room Right off of Alberta,6264322,Jackie,Vernon,45.560789327604205,-122.65156220795566,Private room,59,199,3,340
7793437,Alberta Arts Bungalow,11159584,Scott,Vernon,45.56573379509755,-122.65006391815558,Private room,39,21,1,312
1282552,Master/bath/office in Alberta Area! Kid Friendly!,142363,Emiliano,Vernon,45.56229863475409,-122.65289361182627,Private room,55,9,2,216
12324159,Private Alberta Arts Attic Room,11910670,Zachary,Vernon,45.5605615223387,-122.6510259513757,Private room,90,0,1,364
6640336,"Alberta Arts Chic! Close-in, roomy!",33211944,Nell,Vernon,45.55823732506761,-122.64595527989374,Private room,69,37,1,125
3126026,Especially Spacious Loft Alb. Arts,15879385,Larry,Vernon,45.56486931094801,-122.64796639068838,Private room,60,47,3,217
6452729,ALBERTA BASECAMP#2-Private Entrance,9474237,Paul & Alisa,Vernon,45.56063121756865,-122.64748747418194,Private room,53,23,4,11
12211925,Alberta Street Artist Lair,61310355,Thomas,Vernon,45.55843628248806,-122.64430898223642,Entire home/apt,125,10,2,364
13276888,Airy Alberta Bungalow,45926254,Erica,Vernon,45.56507369144975,-122.64875796625358,Entire home/apt,195,7,3,100
9713529,"Beautiful Craftsman, Alberta Arts",231696,Octavio,Vernon,45.56097938841652,-122.64535553769072,Entire home/apt,225,0,1,0
6854734,Cozy room in beautiful Alberta Arts,3964256,Emily,Vernon,45.56219379607661,-122.65511363052832,Private room,50,24,1,90
6559996,Beautiful Apt. Right off of Alberta,6264322,Jackie,Vernon,45.56198262080547,-122.65019403348414,Entire home/apt,119,34,3,364
11591463,Private room king bed and spacious,61310355,Thomas,Vernon,45.55879775914176,-122.6438087028027,Private room,125,3,2,89
3265681,Comfy Cuddly Loft Alberta Arts,15879385,Larry,Vernon,45.56606262579213,-122.64782062943844,Private room,50,47,3,217
1326417,"Quiet, private space",2052044,Charrese,Vernon,45.56539450208952,-122.650559608522,Private room,85,60,1,364
8672492,Cozy room just off NE Alberta St.,17016199,Carson,Vernon,45.560724512103484,-122.64992563569349,Private room,70,16,1,365
714010,Beautiful bedroom.,3676581,Tomala,Vernon,45.558351426720094,-122.64653982517515,Private room,80,2,1,291
9715147,Yellow Room In Alberta Arts Dstrct,744658,Jennifer,Vernon,45.56197564481312,-122.64857321172084,Private room,55,28,1,160
7097091,Charming Private 2 Br/Bath - NE PDX,14866235,Jocelyn,Eliot,45.54067791158967,-122.6602702174298,Entire home/apt,240,5,2,305
6180701,Zenden,9691233,Jill,Eliot,45.53788478417107,-122.6654453129782,Entire home/apt,70,29,1,257
580155,NE Portland Modern Victorian Duplex,2854451,Julie,Eliot,45.539721378027714,-122.66250836032484,Entire home/apt,160,11,1,365
15843181,Personal bed & bath - Unbeatable convince & charm,4419318,Heidi,Eliot,45.542432429658746,-122.66490660541744,Private room,114,0,2,63
14933113,Private room near Moda/ Convention Center,4315013,John,Eliot,45.544085150389215,-122.66225563209619,Private room,60,2,1,179
4183935,Central NE Vintage 2BR MLK/Mississi,1244273,Tim & Sarah,Eliot,45.54490131685915,-122.66358960922784,Entire home/apt,132,96,1,348
12113775,The Best Home Base For Travelers,1243241,Sam,Eliot,45.541672226458424,-122.65970452964552,Private room,75,14,1,0
14953310,Secret Society Sleeper,68297937,Roberta,Eliot,45.544543410917996,-122.666325808211,Entire home/apt,80,20,1,146
8065150,Immaculate room with private bath,2463311,Claire,Eliot,45.547549312812535,-122.66265741153065,Private room,100,8,1,348
13618857,Close In NE Daylight Basement Apt,794622,Dave & Robyn,Eliot,45.545454520471274,-122.66145352418984,Entire home/apt,72,7,1,265
4623988,Cozy backyard cottage in inner NE,9032075,Ben,Eliot,45.54019604090949,-122.66144232927832,Entire home/apt,125,150,1,66
7237219,Charming Private Bed/Bath - NE PDX,14866235,Jocelyn,Eliot,45.540263464242315,-122.66077369875522,Private room,99,16,2,305
5671229,Clean And Cozy Close To Everything,10736016,John,Eliot,45.546091424165496,-122.66654272438824,Entire home/apt,199,60,2,334
14140850,Bright and Charming in NE Portland,44695795,Katie,Eliot,45.54686645483203,-122.66172430910377,Entire home/apt,119,6,1,88
1542659,Bright Beautiful Huge Loft in NE!,2722503,Heidi,Eliot,45.54277238817461,-122.66210361456541,Entire home/apt,165,151,1,346
7693459,Cozy Williams/Mississippi Studio,37727048,Cameron,Eliot,45.54808302672207,-122.66642823511023,Entire home/apt,79,64,1,87
3383967,"Artistic Urban Refuge in Portland, Oregon",11331965,Cibyl,Eliot,45.54703199246088,-122.65967152701558,Entire home/apt,130,103,1,329
6376040,Large and Light Portland home,5053719,Sophie,Eliot,45.545600573442606,-122.66315027986505,Entire home/apt,150,31,1,228
9027642,Single room with futon,12133622,Charlie,Eliot,45.545878301169914,-122.65977051020657,Private room,120,3,1,0
4645679,Private Room with Private Bath,936922,Gregory,Eliot,45.546827458841804,-122.66245565120073,Private room,68,137,1,60
15009860,Chill & Spacious Room,2794140,Julie,Eliot,45.54347367296526,-122.6654369747983,Private room,30,34,1,131
5433153,Comfy Bed in Hip NE--Walk to Convntn/Moda Cntr,14905556,Rose,Eliot,45.53721085605682,-122.66344973338076,Private room,99,128,1,352
3706398,Loft-Williams District City View,12067296,Tyra,Eliot,45.53703096371851,-122.66761452046697,Entire home/apt,107,129,1,135
1796787,Cozy Bedroom in House with Artists,3342604,Shannon,Eliot,45.54301621171958,-122.66197577948529,Private room,50,89,2,363
3698451,Heaven in the City,18846362,Malika&Ian,Eliot,45.53523672301305,-122.66488934356754,Entire home/apt,110,102,2,74
2291626,Private Haven-private bath&entrance,5229526,Jere,Eliot,45.54326409103805,-122.66565757975864,Entire home/apt,70,150,2,286
3329067,Calm Retreat; private bath&entrance,5229526,Jere,Eliot,45.542908497517615,-122.66411137954704,Entire home/apt,70,127,2,299
6293687,The Oasis in the city,18846362,Malika&Ian,Eliot,45.5362311885396,-122.66579755628734,Entire home/apt,110,78,2,312
16132974,"Private apartment in bungalow, fireplace, 2 bikes",3289979,Alex & Ida,Eliot,45.546199593675496,-122.66137486886193,Entire home/apt,99,1,2,73
5103651,Garden apartment suite.,21379161,Jeff,Eliot,45.543309706315576,-122.66490741960536,Entire home/apt,125,3,1,248
1917542,The Sun House Private Suite,2939402,Stuart,Eliot,45.54331000373017,-122.66271967337968,Entire home/apt,69,189,1,52
16065480,Cozy Walk Everywhere NE Room,59021342,Alex,Eliot,45.54286334916088,-122.66589768671824,Private room,75,0,1,23
6990644,Modern & Private 1 Bedroom in NE Portland,14933969,Angela,Eliot,45.54414891311815,-122.66050622178864,Entire home/apt,75,129,1,336
7939596,Center of Portland in Style,25522998,Nina And Tobin,Eliot,45.53917131372753,-122.65968002830454,Entire home/apt,250,68,4,283
16312360,Royally Spacious Upstairs Master Bedroom,106060618,Monica,Eliot,45.547130616207674,-122.66424960908827,Private room,70,0,1,88
5335185,Modern Living Mississippi/Alberta,48452,Rubyna,Eliot,45.54699073254037,-122.66352622501805,Private room,60,5,1,359
1288320,"Spacious Suite/Close-In NE, near Convention Center",5037209,Pamela,Eliot,45.53994791729474,-122.66263590919979,Entire home/apt,90,196,1,351
748644,NE Antique Charm 1bd Convenient!,3933160,Lu,Eliot,45.544624412865964,-122.66314330761627,Entire home/apt,125,71,1,362
16064254,Private ensuite in Art-filled classic PDX home,4419318,Heidi,Eliot,45.542623417263634,-122.66502863254186,Private room,120,0,2,52
1068914,Spacious Home near Walkable Williams: 2 King Beds,4680586,Schuyler And Corrine,Eliot,45.54652213609291,-122.66468252609234,Entire home/apt,225,4,1,0
14357058,Family-friendly lower level; centrally located,16088935,Stephen,Eliot,45.54591325391365,-122.66156842823641,Private room,115,5,1,8
12388588,Comfy Home in Heart of Portlandia,24772821,Tony And Alix,Eliot,45.5417507323426,-122.66514306612663,Entire home/apt,77,45,1,329
4520491,Mississippi & Williams cozy apt,19401193,Erin,Eliot,45.546315598080156,-122.66621418169358,Entire home/apt,70,184,1,191
5716591,Old Portland Home - Modern Monastic,4322400,Grey,Eliot,45.54652452697554,-122.6641553996574,Entire home/apt,300,45,1,89
3341403,Entire HOUSE in a Great Location,2410278,Donna,Eliot,45.5435308643531,-122.65948503573331,Entire home/apt,102,27,2,275
4144590,Contemporary Portland Studio,21500350,Ted,Eliot,45.54356277278001,-122.6601384380226,Entire home/apt,110,59,1,179
1777336,"Top floor loft, fireplace, 2 bikes",3289979,Alex & Ida,Eliot,45.54610236092991,-122.66194608649911,Private room,99,218,2,148
6537203,"Local, Modern, + Private Urban NE Apartment",11632360,Amy,Eliot,45.54277309252966,-122.65963407231814,Entire home/apt,85,117,1,154
13478952,Luxurious Winter Retreat,65691409,Hope,Bridgeton,45.60206717993732,-122.66493072001691,Entire home/apt,404,6,3,37
12590453,Love the river & Portland? Suite,25289350,Anna,Bridgeton,45.601888895191934,-122.667341214397,Private room,75,12,2,86
5458250,Private Room with Own Bath and Access to Ammenties,28310356,Sally,Bridgeton,45.60455484628375,-122.67871847857208,Private room,40,15,2,207
15467397,Dream Big! River View from Deluxe Four Poster Bed,65691409,Hope,Bridgeton,45.60189125743439,-122.66261659397621,Private room,100,0,3,90
5552596,"Top floor upscale, modern 2BD/2BA",23262059,Tim And Sara,Bridgeton,45.604066540409406,-122.6778868984192,Entire home/apt,129,32,6,365
13125841,Top floor upscale 2BD/2BA condo,23262059,Tim And Sara,Bridgeton,45.604920434322025,-122.67764561370286,Entire home/apt,129,24,6,177
8953530,Sailboat on the Columbia Channel,36139971,Alexander,Bridgeton,45.60275341495547,-122.66864089946131,Entire home/apt,95,16,2,277
