id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
14573410,"Private Bedroom, Attached Bathroom",90302790,Katie And Rick,Hazelwood,45.52371651142665,-122.56295469463049,Private room,60,0,1,365
14104990,private room,84926393,Jenna,Hazelwood,45.52164203076086,-122.55601187252194,Private room,23,0,1,0
14235111,Vegan home with pets. 420 friendly!,65159821,Debra,Hazelwood,45.53025268476058,-122.53986040694394,Private room,35,15,1,153
4718873,Artist Bungalow,24376676,Meredith,Hazelwood,45.52901667277857,-122.53666050031204,Private room,80,2,2,364
15673996,Southeast Getaway,91501871,Emanuel,Hazelwood,45.523234591272754,-122.5534290039209,Private room,55,0,1,89
14842335,Quiet 2bd/1ba retreat in NE Portland neighborhood,10879368,Erica,Hazelwood,45.52539959429062,-122.54565480228253,Entire home/apt,52,12,1,140
8716364,Pit Stop,3345486,Shilpi,Hazelwood,45.52104329628624,-122.51369064016599,Private room,28,12,1,82
16426186,Private room in townhouse!!!,98738454,Kenzie,Hazelwood,45.52372898143835,-122.51188229985712,Private room,40,0,1,365
12473945,Live like a Jetson! Private suite and courtyard,21467815,Siena,Hazelwood,45.53169033747846,-122.54181838181955,Private room,80,27,1,355
647729,"Affordable, Beautiful, Comfy Condo",3248284,Chitralekha,Hazelwood,45.52529750964086,-122.5613746150766,Private room,70,9,1,364
16172241,Super nice house for vacation,105573002,Binh,Hazelwood,45.50703229437829,-122.52779128217371,Entire home/apt,325,0,1,200
14093558,Private room/bath/entrance in quiet house,41415091,Shawn And Tami,Hazelwood,45.520715618748426,-122.55011583074658,Private room,65,8,1,167
7462705,Second private bedroom in Portland,24376676,Meredith,Hazelwood,45.52877679048111,-122.53614045397987,Private room,60,1,2,365
15708408,Very clean. Lots of cozy space! Close 2 everything,85319126,Sarah,Hazelwood,45.53064158568112,-122.55827702791616,Entire home/apt,125,0,2,65
6836724,"Cozy Bungalow Room, 3 Blocks from Max",28481996,Kristen,Hazelwood,45.52055105366657,-122.54037595675224,Private room,35,73,2,2
8213649,Furnished Apartment in Portland / Monthly Rental,6378003,Jose Luis,Hazelwood,45.52745635718777,-122.56332337456745,Entire home/apt,46,5,1,361
1373521,Private guesthouse in NE Portland,7443336,John,Hazelwood,45.53298543207121,-122.51437451301395,Entire home/apt,68,247,1,358
5492393,"Cozy Bungalow, 3 Blocks from Max",28481996,Kristen,Hazelwood,45.52254806939462,-122.540089900051,Entire home/apt,75,14,2,262
15546054,"Cozy, public-transit, coffee-lover's dream room",85319126,Sarah,Hazelwood,45.529280667486994,-122.55700855867607,Private room,50,6,2,167
15529938,Comfortable and charming studio,39865353,Lee,Hazelwood,45.53076940320797,-122.52843206106732,Entire home/apt,60,3,1,121
4540963,Gorgeous Waterfront Condo w Parking,23547566,Tommy & Courtney,Old Town/Chinatown,45.525726857248834,-122.66967245618,Entire home/apt,215,36,1,274
6362178,Private Room (E) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.523989368084905,-122.67315693658865,Private room,109,110,34,329
13848630,Downtown 1 bed 1 bath Townhouse,81772867,Fernando,Old Town/Chinatown,45.52616498819921,-122.67203570691723,Entire home/apt,104,18,1,21
14883435,Private Room (H) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52348842060925,-122.67418654194599,Private room,109,8,34,358
9233940,Private Room (G) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52396242432538,-122.67399089299214,Private room,109,84,34,350
16162950,Big 1 bedroom Riverfront Condo with parking,104250962,Elwood,Old Town/Chinatown,45.529588422623064,-122.67535486984569,Entire home/apt,114,1,1,360
14713973,Bright + Modern Downtown Retreat,5209655,Laura,Old Town/Chinatown,45.52432667979948,-122.67698224637216,Entire home/apt,100,19,1,49
13686772,"Penthouse with access to downtown, Pearl District.",79561879,Ryan,Old Town/Chinatown,45.52697578765582,-122.6736551834543,Entire home/apt,250,8,2,87
16339027,Trendy condo close to downtown!,28719904,Dave,Old Town/Chinatown,45.529216137457105,-122.67305433175214,Entire home/apt,119,0,1,172
217607,AiryArtists Loft 1 Bedroom Pearl-Old Town-DownTown,971012,Co Co,Old Town/Chinatown,45.527118713028756,-122.67564312286586,Entire home/apt,85,28,1,330
10125915,Cute little studio in NW downtown!,51965141,Ian,Old Town/Chinatown,45.524157279771785,-122.67636073079758,Entire home/apt,50,6,1,0
8812341,Private Room (B) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52578884786777,-122.67463070595691,Private room,109,106,34,349
13674460,Penthouse Room for Rent,79561879,Ryan,Old Town/Chinatown,45.52575297932781,-122.67552707954184,Private room,170,19,2,87
8808886,Private Room (C) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52408145459476,-122.67445644366462,Private room,109,66,34,343
8812332,Private Room (A) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52545106680154,-122.6731986001567,Private room,109,70,34,353
8809413,Private Room (F) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52516998184154,-122.6727181779232,Private room,109,96,34,356
13584288,Portland City Center Near Everything - LOCATION!,78425774,Katherine,Old Town/Chinatown,45.527215308316315,-122.67523489470655,Private room,75,7,1,358
3821515,Super Central Air Conditioned Chinatown B&B!,18011110,Charlie,Old Town/Chinatown,45.523986763523595,-122.67372319760649,Entire home/apt,99,68,1,126
894087,Suite in The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.524155344356956,-122.6729318426343,Private room,159,51,34,338
8809388,Private Room (D) @The Society Hotel,1032014,The Society Hotel,Old Town/Chinatown,45.52530519233473,-122.67332164575022,Private room,109,78,34,356
2243045,Waterfront Condo 2bd 2ba  Portland-Avail 10/17,11456606,Donna,Old Town/Chinatown,45.52750925257384,-122.67225482697016,Entire home/apt,100,9,1,107
9370114,Downtown Waterfront Condo,48616768,Mike,Old Town/Chinatown,45.52971382383526,-122.67329567739891,Private room,99,65,1,290
11344459,Upscale Riverfront Condo,8162934,Rob,Old Town/Chinatown,45.527931259201225,-122.67246912686541,Entire home/apt,100,6,1,177
15482126,Luxurious condo in the Pearl,99396718,Jason,Old Town/Chinatown,45.531023757852466,-122.67538388793207,Private room,300,0,1,365
1236094,Bed and Breakfast In-the-Park,6735404,Tom,Arlington Heights,45.52083322771936,-122.70683065297622,Private room,95,259,2,344
5477710,"Cozy Romantic, Views & Best Location!!!",22375978,Jeffrey,Arlington Heights,45.5227026980878,-122.70919712179092,Private room,80,116,2,365
5641892,"Spacious Rustic Comfort, Views & More!!!",22375978,Jeffrey,Arlington Heights,45.521762214114105,-122.70931469434116,Private room,100,100,2,365
13360725,"Forest Park Studio: Zoo, Rose & Japanese Gardens",75800543,Mary,Arlington Heights,45.518399072313365,-122.71293085384943,Entire home/apt,89,24,1,65
5103563,Bed and Breakfast Suite in the Park,6735404,Tom,Arlington Heights,45.521634409227964,-122.70860622224966,Private room,145,70,2,348
7776558,"Modern Apt near 21st, 23rd, & Pearl",38696823,Flo,Goose Hollow,45.51866178372989,-122.69310268028023,Entire home/apt,65,8,1,85
10862433,"Quiet, spacious condo near downtown",6953401,Alex,Goose Hollow,45.52117617151934,-122.6953616877074,Entire home/apt,125,29,1,10
1210224,Furnished downtown loft!  Cheerful chic.  Monthly.,6609395,Kerri,Goose Hollow,45.5179407330163,-122.69302014856504,Entire home/apt,52,22,1,63
14760553,Boho Flat on Main St! Walk to Providence Park!,27974994,White Spider,Goose Hollow,45.51950221956861,-122.69182279206272,Entire home/apt,149,11,8,240
10137639,Spacious Goose Hollow Apartment,13963957,Misty,Goose Hollow,45.519966033926494,-122.69136039553509,Entire home/apt,149,9,2,25
6410081,"Gorgeous, spacious downtown condo",2393160,Tom,Goose Hollow,45.52158812312018,-122.69662622565849,Entire home/apt,320,99,4,333
2998867,Cozy Downtown Portland Apartment,918850,Nancy,Goose Hollow,45.5151531170924,-122.6918013718568,Entire home/apt,123,79,3,356
11497766,Vintage Urban Oasis,15622775,Melissa,Goose Hollow,45.52180286847278,-122.68915207932423,Entire home/apt,200,9,3,0
9240647,Darling Goose Hollow Private Escape,13963957,Misty,Goose Hollow,45.521285557968376,-122.68958717206905,Private room,67,79,2,49
12846190,Secluded guest suite downtown over forest,70161385,Toby,Goose Hollow,45.5226366818095,-122.70026629967664,Private room,55,41,1,56
14745688,1 bedroom Downtown Portland apartment,91883957,Pierre,Goose Hollow,45.52268183638233,-122.6872913685612,Entire home/apt,136,10,1,167
13713429,Classy & comfy downtown apt. with great city view,80054333,Daniel,Goose Hollow,45.51998938631047,-122.69418306746948,Private room,59,2,1,0
15009162,Garden Apartment in Goose Hollow,918850,Nancy,Goose Hollow,45.51575057972116,-122.6911959612712,Entire home/apt,97,2,3,177
1011906,"Shaman Perch,Best View In Portland",5566717,Enrique,Goose Hollow,45.51525807269874,-122.69344216279876,Private room,75,76,1,361
2989159,Great room in Goose Hollow!,46675,Keith,Goose Hollow,45.52064086631027,-122.70045710561328,Private room,79,177,1,89
8080471,"Beautiful, large downtown condo",2393160,Tom,Goose Hollow,45.52184540530893,-122.69562654917814,Entire home/apt,320,76,4,220
14708063,Cedar View,227815,Nathan,Goose Hollow,45.523008437422504,-122.70023154983328,Entire home/apt,110,4,1,49
12989776,Great Penthouse and Great Location,7598561,Sam,Goose Hollow,45.52235769315916,-122.69602157892022,Entire home/apt,150,44,3,37
6675939,"Cozy and quiet, Goose Hollow condo",2393160,Tom,Goose Hollow,45.522483722625545,-122.69496063741532,Entire home/apt,125,91,4,355
7266598,Cozy Studio Steps Away from NW 23rd,28880324,Meghan,Goose Hollow,45.522706707957774,-122.69977813137129,Entire home/apt,180,8,1,365
11944316,City at your feet in Goose Hollow,2995729,Victoria,Goose Hollow,45.51976625180518,-122.69378424438585,Entire home/apt,126,27,1,329
12683655,Studio Apt in historic building PDX,62280480,Jacob,Goose Hollow,45.52045733423065,-122.68831259146044,Entire home/apt,135,7,1,365
2985663,Modern 1-bdrm downtown PDX-Entire month of Dec,3893123,Mandee,Goose Hollow,45.52017007465397,-122.6873080186707,Entire home/apt,149,27,1,3
13176196,Classic Old-Portland Studio,15622775,Melissa,Goose Hollow,45.52096648644935,-122.68940716893148,Entire home/apt,55,3,3,310
14431759,"On Lightrail, Goose Hollow Apartment",429190,James,Goose Hollow,45.5168683148981,-122.6941798737986,Entire home/apt,90,13,1,43
14555908,Beautiful Views in Goose Hollow - 99 Walk Score!,4726060,Louise,Goose Hollow,45.52221569583392,-122.6936924442653,Entire home/apt,125,33,1,327
7011319,Goose Hollow Sunlit Studio,18362895,Jessica,Goose Hollow,45.520510336880214,-122.69401420219582,Entire home/apt,102,18,1,0
14662817,One bedroom cottage in a secluded garden,55328983,Mary M.,Goose Hollow,45.521196554191896,-122.697442249369,Entire home/apt,175,2,1,180
13829943,Portland Oregon USA- Three bedrooms max 6 people,73787848,Rachel,Glenfair,45.52133589262985,-122.50605210042272,Entire home/apt,91,29,1,239
13624774,Cozy Vintage Cottage in the Woods,18774457,Harriet,Glenfair,45.523127415623776,-122.49888391629206,Entire home/apt,90,25,1,151
12913646,Hip Mid Ctry 2BD 20 min. to PDX/DT,6080403,Raissa,Glenfair,45.52108868713463,-122.50988476334051,Entire home/apt,73,21,1,179
9373213,Hawthorne studio with room for 3!,48632903,Ashley,Buckman,45.51366971227903,-122.63919565934587,Entire home/apt,77,2,1,0
6892357,The Slide Inn an Event Space,29566381,Eugene,Buckman,45.52234278075333,-122.64039869700471,Entire home/apt,500,0,2,365
9506625,Single studio,49188255,Casey,Buckman,45.518677230053164,-122.65579295892904,Entire home/apt,100,0,1,0
9879311,1-Bed+ in Heart of Buckman!,8472771,Jess,Buckman,45.518764289952955,-122.64728086278187,Entire home/apt,115,14,1,364
16464509,Bridgetown Penthouse: 2/2 + parking. Walk Score 95,102596922,Samantha,Buckman,45.52189895526493,-122.65144431991936,Entire home/apt,250,1,4,76
8105275,Private room in SE Victorian house,2326089,Laura,Buckman,45.51466993940645,-122.63789742583424,Private room,59,26,2,0
7225293,Morel Room @ 1234 HOUSE in SE PDX,30708290,Evan,Buckman,45.515043565166884,-122.64652417913412,Private room,87,73,5,318
3095725,Comfy Studio Apartment,8287063,Maia,Buckman,45.52213036467594,-122.64583820767331,Entire home/apt,93,174,1,168
11926746,Beautiful 1906 Family Home,9540475,Claire,Buckman,45.521977366549976,-122.65225719765087,Entire home/apt,250,3,1,358
1332422,Beautiful Home Close in SE Portland,1616228,Sally,Buckman,45.51281187972578,-122.64445555464009,Entire home/apt,205,10,1,2
8509887,Historic Inner SE near Rev Hall breweries & dining,26397256,Dyche,Buckman,45.516240181787865,-122.63998512311485,Entire home/apt,115,59,1,76
4915609,enjoy all of pdx + brand new suite!,6881349,Katie,Buckman,45.52200602440835,-122.64197894611088,Entire home/apt,79,18,1,148
8116846,2 BEDROOM URBAN BUCKMAN RETREAT,27117732,Jeff,Buckman,45.51750436358105,-122.64601326605947,Entire home/apt,125,81,1,339
16520749,A Few Steps Away From The Action On 28th Ave!,108629060,Daniel,Buckman,45.52077834865477,-122.63850350633398,Entire home/apt,99,0,1,82
15324708,Hawthorne/Belmont Close-in SE Green Dream,13193557,Carey,Buckman,45.51308887390233,-122.64847321189035,Entire home/apt,95,2,1,153
4183326,Bamboo off Belmont,3987824,Audrey,Buckman,45.51616452389532,-122.63820657315624,Private room,65,16,1,363
5362928,Craftsman Charmer in Great Location,3041678,Cora,Buckman,45.520739166404105,-122.63770975834792,Entire home/apt,90,59,2,337
4404870,Classic Portland Apartment,22866681,Claire,Buckman,45.51866998138032,-122.65014275900342,Entire home/apt,130,13,1,130
14223048,Cozy & Cheap in Trendy SE Portland,86427020,Hannah,Buckman,45.521823718808925,-122.6436695360801,Private room,42,25,1,142
7011332,Airy 2 bdrm apartment in Hawthorne,18064452,Miranda,Buckman,45.513388028074274,-122.65174257278944,Entire home/apt,125,2,2,0
3341733,Entire Basement Apartment ,16862247,Mingus,Buckman,45.52226515305316,-122.64995548303304,Entire home/apt,94,45,1,0
2412656,"Close-in SE, Buckman Neighborhood",7045304,Kimberly,Buckman,45.51524350569922,-122.64837853371162,Entire home/apt,250,5,1,0
10177841,Historical Victorian Home In SE PDX,39080787,Skal,Buckman,45.521235583545284,-122.64464929119205,Entire home/apt,99,21,2,351
4204652,Soothing Studio Among the Trees (1),3867866,Maren,Buckman,45.51242797159525,-122.65093559897076,Entire home/apt,105,57,2,278
5532222,One Bedroom in Hawthorne District,16778930,Darwin,Buckman,45.51406578502999,-122.64293114454908,Entire home/apt,110,32,1,49
12338807,"Charming Victorian, Coveted Location",9663922,Kristen,Buckman,45.5173329134089,-122.64875368198362,Private room,79,3,1,363
13330978,"Sunny, private duplex SE Portland. Walk/bike/drive",69963032,Kris,Buckman,45.52271133585649,-122.64308386007704,Entire home/apt,115,21,1,156
7228938,Mill Room @ 1234 HOUSE in SE PDX,30708290,Evan,Buckman,45.513000718672856,-122.646705210479,Private room,75,71,5,359
12628575,One bedroom Duplex apartment in PDX,13750726,Max,Buckman,45.51648688017055,-122.64660248810611,Private room,87,0,1,0
10619129,bright room + bath @ Casa di Scale,240474,Erin,Buckman,45.51585668223526,-122.65189141129828,Private room,79,63,1,362
1107789,Cozy Portland Studio Apartment,6000443,Cara,Buckman,45.52114296939504,-122.6447754482193,Entire home/apt,70,253,1,258
2687329,"Beautiful, Close-In Artist Retreat",13716817,Toby And Jan,Buckman,45.52036840430418,-122.64073785185735,Entire home/apt,199,8,1,35
846173,Private suite with sauna and spa,4418071,Daniel,Buckman,45.51839143111391,-122.65145646730318,Private room,150,67,2,0
10982992,Bohemian Antique Suite,56983408,Melanie,Buckman,45.52239787958565,-122.65236057231873,Private room,70,62,1,155
10038473,Eastside Retreat walk to everything,39080787,Skal,Buckman,45.52141931631735,-122.64338178139751,Entire home/apt,75,30,2,365
15115705,Beautiful 1 bedroom- Hawthorne st!,95781248,Lindsey,Buckman,45.51447096149481,-122.64019884192093,Private room,47,7,2,359
13725599,Home Sweet Home,24706077,Lacie,Buckman,45.51904409655279,-122.64445904552437,Entire home/apt,100,16,1,359
4862779,Buckman Garden Suite,4817279,Susannah,Buckman,45.522032652805294,-122.65149115151888,Entire home/apt,115,79,1,293
997150,Lovely Laurelhurst Craftsman Apt,3041678,Cora,Buckman,45.52167461189474,-122.63845643369379,Entire home/apt,98,86,2,258
12028175,Live The Dream Prime Inner SE PDX Sleeps 4+Patio,4033398,Ari & Steph,Buckman,45.52226687852885,-122.6381912607423,Entire home/apt,88,39,3,163
2717361,Modern 1BR Flat/ Heart of Portland,348836,Sacha,Buckman,45.51964125038837,-122.64588428499408,Entire home/apt,78,64,2,325
13825790,Cozy & Serene 1920's Bungalow,2141579,Karen,Buckman,45.520818267787114,-122.6440273858404,Entire home/apt,120,8,1,29
16491890,Charming 2BR Belmont Home,107067150,Sadie,Buckman,45.51670335758219,-122.64745351904274,Entire home/apt,145,4,2,112
14965754,Spacious 1 bdrm apt centered in pdx,68456502,Kristal,Buckman,45.52030627411361,-122.64694673591507,Entire home/apt,130,7,1,365
949279,Stylish Central Eastside Condo,879123,Christina & Robert,Buckman,45.52207875224025,-122.6600170889942,Entire home/apt,133,115,1,329
2387440,"Buckman, Best Location, 2 Bedroom",12196193,Tim And Antonia,Buckman,45.517848058095076,-122.64390043807731,Entire home/apt,150,35,1,0
10688180,Tree Top Appartment,49821939,Ru,Buckman,45.51760557598138,-122.64704046279155,Entire home/apt,113,1,1,0
12929506,Perfect pied-a-terre in Buckman,65671465,Kc,Buckman,45.5182377345952,-122.64604657760657,Entire home/apt,90,2,1,81
497612,Cute & Bright Apt. Very Close In,530830,Faith,Buckman,45.52141391531554,-122.65321918873845,Entire home/apt,125,339,3,346
16476959,Comfortable and Spacious 2BR Belmont Home,107067150,Sadie,Buckman,45.51683589479587,-122.64707075957159,Entire home/apt,124,4,2,150
13550816,Spacious MidCentury Modern 2BD in CENTRAL SE PDX,44874349,Tom,Buckman,45.51213403158986,-122.64350789106535,Entire home/apt,145,45,2,60
6286834,Mid-Century Mid-PDX Designer Nest,32362984,Ashley,Buckman,45.52134345745293,-122.648815139839,Entire home/apt,85,148,2,67
10332786,Vibrant & Warm in heart of SE,1750514,Neal And Alissa,Buckman,45.513180637824966,-122.6395214811438,Entire home/apt,125,78,2,0
6306204,Red Rocker and awesome central loc,29298264,Michael,Buckman,45.5204697158618,-122.64927536477892,Entire home/apt,95,8,1,11
4437260,2BD Garden Apartment in Hawthorne,16620939,Daniel,Buckman,45.51343689867829,-122.6402475148582,Entire home/apt,125,147,1,148
8866152,Sunny 4 bedroom house,11429022,Elizabeth,Buckman,45.51363461813857,-122.64101335648212,Entire home/apt,114,3,1,0
6820353,Portlandia Pad,35716158,Sarah,Buckman,45.51453418731867,-122.64795705937979,Entire home/apt,94,102,1,125
3251538,"Sunny 1 bdrm, Close-in SE Hawthorne",19234,Scott,Buckman,45.51306536439202,-122.64285287620014,Entire home/apt,90,122,2,75
9729850,The Buckman Art House!,776652,Carole,Buckman,45.517661993240026,-122.65112117788712,Entire home/apt,98,84,1,322
11552875,Portlandia! Bike and pet friendly!,22907810,Laurie,Buckman,45.5134845559444,-122.64265839062858,Entire home/apt,132,21,1,163
3011519,"Sweet Home/Close in-Walk to Restaurants,live music",15346651,Trish,Buckman,45.51892845566232,-122.64891060534012,Entire home/apt,175,13,1,0
7500533,"Bright 1 Bedroom Apt, Close In Fun",4995059,Jacque,Buckman,45.521011190148656,-122.65334528802563,Entire home/apt,95,17,1,0
1042814,"Large modern 1BR, close-in SE",5603277,Nathan,Buckman,45.5157298470467,-122.64917043539505,Entire home/apt,160,67,2,347
14788076,Perfectly located Apt.,5124039,Chris,Buckman,45.514332882909784,-122.6487559919479,Entire home/apt,77,9,1,93
8586315,Cozy Furnished Hawthorne Apartment,2928249,Matt,Buckman,45.51318471128106,-122.64183680877552,Entire home/apt,75,2,1,89
13655017,Buckman Beauty!,14855444,Tracy,Buckman,45.520653491833436,-122.64211212807824,Entire home/apt,169,25,1,81
13992936,The Incubator,49513351,Nolan,Buckman,45.514275487309654,-122.64850480276888,Entire home/apt,99,10,1,333
14744128,Cozy Rose City Digs: Walk to Everything!,27974994,White Spider,Buckman,45.52237256422473,-122.6525085458424,Entire home/apt,200,13,8,175
14887286,A Studio Sanctuary,68413706,Kelsea,Buckman,45.51289840476672,-122.6506987304568,Entire home/apt,40,1,1,0
14557591,Organic Midcentury Modern | SE Belmont + Hawthorne,501690,Elena,Buckman,45.516072206325425,-122.64769091026426,Entire home/apt,115,20,1,84
3345375,"Amazing 1BD, Great Location",3629428,Jenny,Buckman,45.513818988698226,-122.6469855192917,Entire home/apt,100,25,1,56
1159551,Swank house with luxurious spa,4418071,Daniel,Buckman,45.51632181888606,-122.64951935946831,Entire home/apt,500,1,2,19
13943904,Warm and Spacious Studio in trendy SE Portland,3230014,Sarah,Buckman,45.51747237565816,-122.652037610142,Entire home/apt,96,11,1,351
3618059,Lovely 1-bdrm Close-in SE Buckman,18175869,Tianshu,Buckman,45.51591212560155,-122.65170963500084,Entire home/apt,99,191,2,143
12729413,Spacious & Charming Apt in Inner SE,203182,Stephanie,Buckman,45.52076318549263,-122.64797272119431,Entire home/apt,250,0,1,49
6402773,The Hawthorne Hideaway,16113117,Kristen,Buckman,45.51423354306456,-122.65007470384887,Entire home/apt,109,72,2,361
4650452,Hawthorne Hideaway,6723592,Sylvia,Buckman,45.51263028149645,-122.64673479903564,Entire home/apt,135,44,1,164
3986254,Bright 2nd Floor Studio w/Deck (2),3867866,Maren,Buckman,45.51312096027485,-122.6508768293819,Entire home/apt,100,51,2,207
3939085,Charming and Super Close-in,269927,Blair,Buckman,45.52159429885292,-122.64385499491492,Private room,100,20,1,177
12919195,Private 2 Bedroom+BA Walk Everywhere Inner SE PDX,4033398,Ari & Steph,Buckman,45.52082054135345,-122.6502159951252,Private room,52,17,3,152
9609842,Beautifully Restored Upper Level,45926254,Erica,Buckman,45.51548078418308,-122.64419684409648,Entire home/apt,150,20,3,335
11551496,Contemporary 1BR Carriage House,33606696,Hayden,Buckman,45.5206921986323,-122.64675796614712,Entire home/apt,99,89,3,137
8758093,Beautifully Restored SE PDX Duplex,45926254,Erica,Buckman,45.5147889350912,-122.64262181116716,Entire home/apt,174,14,3,365
15483739,SE Portland Urban Farm Sanctuary,13109083,Laren,Buckman,45.516299256359,-122.63837044129043,Private room,75,0,1,71
4204005,Cozy SE Bungalow Room #2,239617,Jim & Lauren,Buckman,45.51651980661653,-122.63890219963982,Private room,88,16,2,90
16466939,Burnside Penthouse: 2/2 + Parking. Walk Score 95!,102596922,Samantha,Buckman,45.52178171089925,-122.64979884102004,Entire home/apt,250,0,4,85
2016264,Cozy + charming apt - Heart of SE,10387869,Anna,Buckman,45.520763933290326,-122.64118446680742,Entire home/apt,109,224,1,352
3433479,Ladd's Addition near SE Hawthorne,17264703,Bob And Karen,Buckman,45.51364078469668,-122.64616633822844,Entire home/apt,99,314,1,148
16557216,Beautiful 2 Bedroom- Great Location,95781248,Lindsey,Buckman,45.51345692544938,-122.64006818235231,Entire home/apt,99,0,2,175
12954149,Tortoise Room @1234 HOUSE in SE PDX,30708290,Evan,Buckman,45.51399262781973,-122.64593192827436,Private room,99,36,5,363
10380877,Buckman Street-Level with Super NES for Unwinding,21574210,Hannah & Sam,Buckman,45.520145634844674,-122.65352388550892,Entire home/apt,129,36,1,46
11044481,Central Southeast Contemporary Home,18754417,Jessie,Buckman,45.520073911474285,-122.63774904617334,Private room,60,27,1,335
16053584,1st floor Hawthorne Garden Apartment,3842334,Shawni,Buckman,45.514922658027345,-122.63799918291778,Entire home/apt,70,0,1,74
12609453,Charming Vintage Belmont 1 Bedroom,49183258,Christy,Buckman,45.51554460741431,-122.63766669586552,Entire home/apt,65,3,1,255
3606432,Comfy Spacious 2-Bdrm in Buckman,18175869,Tianshu,Buckman,45.51461214155657,-122.65306480386155,Entire home/apt,109,79,2,161
264248,Your Own Portlandian Victorian,375920,Cynthia,Buckman,45.51318988058152,-122.65060760918152,Entire home/apt,173,16,1,0
293584,Venue/Event Space : UNION/PINE,1511460,Summer + Patrick,Buckman,45.520456720510204,-122.66132306305492,Entire home/apt,1950,12,3,344
1943748,Classic Close-In Portland,10053932,Larry,Buckman,45.52164042805702,-122.64264033736704,Entire home/apt,136,88,1,310
1018074,BIG Modern Private Room Close-in SE,5603277,Nathan,Buckman,45.517230982562104,-122.65054316214243,Private room,80,177,2,332
895273,Full 2BR Home - Central & Spacious!,348836,Sacha,Buckman,45.52073471774335,-122.6458601402203,Entire home/apt,140,64,2,277
5966180,Meeting Space in Central Eastside,1511460,Summer + Patrick,Buckman,45.52179155669123,-122.65928834798665,Entire home/apt,350,1,3,363
8784590,Retro Apt. in Hawthorne District,46020969,Megan,Buckman,45.51367421060802,-122.65197684946727,Entire home/apt,90,26,1,0
16534299,Charming Close-In Craftsman,20189120,Serina,Buckman,45.52102526508414,-122.65249911227656,Private room,78,1,1,17
13046319,PRIVATE 2 bedroom+BA Walk Everywhere Inner SE PDX,4033398,Ari & Steph,Buckman,45.52218677770217,-122.65101537597424,Private room,62,16,3,157
5912939,Lyle Room @ 1234 HOUSE in SE PDX,30708290,Evan,Buckman,45.51500137567867,-122.64656217621416,Private room,81,85,5,306
16304002,"Stylish spot, quiet street, central location!",21194344,Holly,Buckman,45.52065110432279,-122.64890477308792,Private room,39,2,1,116
5127333,The Red Barn,4246850,Daniel,Buckman,45.51567470861001,-122.65223468235779,Entire home/apt,119,21,2,216
15742745,Raspberry Truck Room in SE PDX,8638529,Chris,Buckman,45.519316281192,-122.64647622668218,Private room,65,0,1,70
9899252,Restored Victorian House in SE,2326089,Laura,Buckman,45.5131343589614,-122.63851523952478,Entire home/apt,69,10,2,0
15887649,City View Penthouse: 3/2 + parking. Walk Score 95!,102596922,Samantha,Buckman,45.522848842983144,-122.65171909799828,Entire home/apt,250,7,4,208
5459795,"Private studio, excellent location",1804077,Ada & Jim,Buckman,45.52029000031992,-122.6481614188547,Entire home/apt,89,107,1,65
15634382,Madison Guest House,9243977,Stephan / David,Buckman,45.51424192864143,-122.65330741630804,Entire home/apt,259,9,1,331
13897826,Gnome is your Home,6928895,Frank,Buckman,45.521656176798,-122.64115208735569,Entire home/apt,90,17,1,44
2578488,"Inner SE charmer, garden delight ",13205222,Anna,Buckman,45.51728208037021,-122.63948383223293,Private room,75,11,1,365
8294648,Cozy SE Bungalow Room #1,239617,Jim & Lauren,Buckman,45.51650451796832,-122.6396219915568,Private room,88,34,2,88
11825586,Chill room in cozy house!,29193932,Emily,Buckman,45.513003076444036,-122.6517846929605,Private room,30,1,1,0
6972166,A sweet Spot- Hawthorne Blvd Boutique Home,16071458,ElizaBeth,Buckman,45.512917584065534,-122.65202271104212,Private room,70,56,1,358
12710545,Cozy Modern Jabberwocky Studio!,69098088,Brad & Laurel,Buckman,45.52233045028272,-122.64909220326678,Entire home/apt,149,48,1,146
4136409,Centrally Located Basement Hideaway,21456695,Jeni,Buckman,45.5199188375294,-122.64655863645224,Private room,59,70,2,362
6004272,Private Large Studio-Inner SE PDX,4601474,Kari,Buckman,45.51463262026157,-122.63983958315359,Entire home/apt,98,65,1,59
10900896,Style & Comfort in heart of city,1750514,Neal And Alissa,Buckman,45.512543335501995,-122.63730407891796,Entire home/apt,115,45,2,93
8429133,Central Eastside Industrial Loft,1511460,Summer + Patrick,Buckman,45.521260978528176,-122.6609049580593,Entire home/apt,500,1,3,309
15840820,♝ The Cathedral: 2/2 Penthouse. Walk Score: 95!,102596922,Samantha,Buckman,45.52161670379547,-122.65030455718531,Entire home/apt,250,11,4,59
